id	filename	size	sample	sample_target	sample_type	n_type	n_sample
e3aaafc0-dd51-44bb-a018-793b4e5c48fe	C347.TCGA-05-4249-10A-01D-1105-08.5_gdc_realn.bam	16303157691	TCGA-05-4249	10A	blood_normal	1	2
1c11eafc-57ac-48bb-ab5b-194063d52822	C347.TCGA-05-4250-10A-01D-1105-08.5_gdc_realn.bam	16428073028	TCGA-05-4250	10A	blood_normal	1	2
6185dc4d-7f9b-4a86-993d-fa87d037c239	C347.TCGA-05-4382-10A-01D-1265-08.3_gdc_realn.bam	14460470434	TCGA-05-4382	10A	blood_normal	1	2
d9066e0b-882f-4769-8ec1-ef84a39a37d9	C662.TCGA-05-4384-10A-01D-1753-08.4_gdc_realn.bam	9547365502	TCGA-05-4384	10A	blood_normal	1	2
08c53474-fbc3-429c-a23c-fec066057aa5	C347.TCGA-05-4389-10A-01D-1265-08.3_gdc_realn.bam	13240799086	TCGA-05-4389	10A	blood_normal	1	2
e154c0a9-2d7d-472d-bd9c-67dfdef33c91	C662.TCGA-05-4390-10A-01D-1753-08.4_gdc_realn.bam	9144215986	TCGA-05-4390	10A	blood_normal	1	2
96ad7f07-73b8-4d13-a4d4-6e8ad8b326fc	C347.TCGA-05-4395-10A-01D-1265-08.3_gdc_realn.bam	12628278317	TCGA-05-4395	10A	blood_normal	1	2
373750d0-44f9-46eb-8ca8-d153fae45d60	C509.TCGA-05-4396-10A-01D-1855-08.2_gdc_realn.bam	11625686274	TCGA-05-4396	10A	blood_normal	1	2
19e8ee19-fa42-4fa6-b766-7562d63acc2b	C347.TCGA-05-4397-10A-01D-1265-08.5_gdc_realn.bam	16071666384	TCGA-05-4397	10A	blood_normal	1	2
cfb5b7c7-acb2-4648-a6a8-cbf9b8761c6c	C347.TCGA-05-4398-10A-01D-1265-08.3_gdc_realn.bam	14456598930	TCGA-05-4398	10A	blood_normal	1	2
94ad1ef7-27dd-4cce-a372-9039f0cd0307	C347.TCGA-05-4402-10A-01D-1265-08.3_gdc_realn.bam	13110350727	TCGA-05-4402	10A	blood_normal	1	2
967418b1-f279-4597-a14c-f3a995aa552a	C347.TCGA-05-4403-10A-01D-1265-08.3_gdc_realn.bam	11799785463	TCGA-05-4403	10A	blood_normal	1	2
59157bc7-8c9e-477b-882a-2e38641dbaf7	C509.TCGA-05-4405-10A-01D-1855-08.2_gdc_realn.bam	14521253008	TCGA-05-4405	10A	blood_normal	1	2
85ef882d-fdfa-475f-82fc-7d3c956ce162	C509.TCGA-05-4410-10A-01D-1855-08.2_gdc_realn.bam	12168502793	TCGA-05-4410	10A	blood_normal	1	2
a9125d53-5997-402a-b23a-87198c694883	C509.TCGA-05-4415-10A-01D-1855-08.2_gdc_realn.bam	12665097455	TCGA-05-4415	10A	blood_normal	1	2
7e146d4c-3f84-473e-b8fa-b9609e98d0ca	C509.TCGA-05-4417-10A-01D-1855-08.2_gdc_realn.bam	12496136077	TCGA-05-4417	10A	blood_normal	1	2
1cc555b4-0e1d-43dc-803f-844db4dd0425	C347.TCGA-05-4418-10A-01D-1265-08.3_gdc_realn.bam	15147442387	TCGA-05-4418	10A	blood_normal	1	2
2acc920e-f29d-4a60-b9e8-7a54536ee90c	C347.TCGA-05-4420-10A-01D-1265-08.3_gdc_realn.bam	12477068152	TCGA-05-4420	10A	blood_normal	1	2
868552ef-e1e6-4758-8f74-a1899cf89fad	C347.TCGA-05-4422-10A-01D-1265-08.3_gdc_realn.bam	14234692938	TCGA-05-4422	10A	blood_normal	1	2
de102d09-2a27-487a-be45-92740db139e0	C509.TCGA-05-4424-10A-01D-1855-08.2_gdc_realn.bam	12488814148	TCGA-05-4424	10A	blood_normal	1	2
16223189-3888-45ac-b166-157d6defda21	C662.TCGA-05-4425-10A-01D-1753-08.4_gdc_realn.bam	10745422948	TCGA-05-4425	10A	blood_normal	1	2
567bc567-3392-4dae-b971-b2f1146546a7	C347.TCGA-05-4426-10A-01D-1265-08.3_gdc_realn.bam	12564604694	TCGA-05-4426	10A	blood_normal	1	2
88643512-b720-411e-b0c7-330b4069d5a8	C509.TCGA-05-4427-10A-01D-1855-08.2_gdc_realn.bam	11505599142	TCGA-05-4427	10A	blood_normal	1	2
df3402cb-9a1b-4639-8e70-96bea161ad26	C347.TCGA-05-4430-10A-01D-1265-08.3_gdc_realn.bam	13324071650	TCGA-05-4430	10A	blood_normal	1	2
e47d23f5-0a2b-4a21-9794-bca64a067528	C347.TCGA-05-4432-10A-01D-1265-08.2_gdc_realn.bam	10967366572	TCGA-05-4432	10A	blood_normal	1	2
d522eecb-320b-4a5f-b530-a3ac93240e06	C509.TCGA-05-4433-10A-01D-1855-08.2_gdc_realn.bam	11459306659	TCGA-05-4433	10A	blood_normal	1	2
84c560a9-d5cd-4481-9d9d-e0c4ef510745	C347.TCGA-05-4434-10A-01D-1265-08.5_gdc_realn.bam	16282604404	TCGA-05-4434	10A	blood_normal	1	2
52b592dc-f4b0-49c9-9de8-bdf4684cc2d3	C509.TCGA-05-5423-10A-01D-1625-08.1_gdc_realn.bam	8103272641	TCGA-05-5423	10A	blood_normal	1	2
e9f09602-5aac-460f-bdbb-1ff672794df2	C509.TCGA-05-5425-10A-01D-1625-08.1_gdc_realn.bam	8369984536	TCGA-05-5425	10A	blood_normal	1	2
9838c9b5-ff83-4fca-8fd2-e47f8b81c53d	C509.TCGA-05-5428-10A-01D-1625-08.1_gdc_realn.bam	7611997197	TCGA-05-5428	10A	blood_normal	1	2
817cb132-2618-46d4-862b-7e008c5e0465	C509.TCGA-05-5429-10A-01D-1625-08.1_gdc_realn.bam	8425295191	TCGA-05-5429	10A	blood_normal	1	2
af0b1c9c-176e-4fd1-ac22-b3521f5407dc	C509.TCGA-05-5715-10A-01D-1625-08.1_gdc_realn.bam	8889453003	TCGA-05-5715	10A	blood_normal	1	2
011b458a-6d82-4d07-ad94-8a6697329e52	C484.TCGA-06-0119-10A-01D-1490-08.6_gdc_realn.bam	16666994659	TCGA-06-0119	10A	blood_normal	1	2
926cd99b-d418-44c6-b277-cccf9a1199df	C484.TCGA-06-0122-10A-01D-1490-08.5_gdc_realn.bam	17638656682	TCGA-06-0122	10A	blood_normal	1	2
7615e210-fb8a-4762-ae76-59421fa721b3	C484.TCGA-06-0124-10A-01D-1490-08.5_gdc_realn.bam	16188749574	TCGA-06-0124	10A	blood_normal	1	2
1e92b2e2-c78d-40c9-8a50-ce4e3399e428	C484.TCGA-06-0125-10A-01D-1490-08.6_gdc_realn.bam	17611718669	TCGA-06-0125	10A	blood_normal	1	2
34e9646a-3b4f-4a2a-9e93-184955d95c64	C484.TCGA-06-0126-10A-01D-1490-08.5_gdc_realn.bam	14605406019	TCGA-06-0126	10A	blood_normal	1	2
3ac44968-3a3e-4688-bbc4-8eb27a8b0eaa	C484.TCGA-06-0128-10A-01D-1490-08.5_gdc_realn.bam	18093917739	TCGA-06-0128	10A	blood_normal	1	2
6d9ad6ab-6a04-4a77-833c-6d41d9e70f1c	C484.TCGA-06-0129-10A-01D-1490-08.5_gdc_realn.bam	16844911311	TCGA-06-0129	10A	blood_normal	1	2
fc5c2d86-cbc7-4e9a-b465-9069c23cb202	C484.TCGA-06-0130-10A-01D-1490-08.5_gdc_realn.bam	17556176971	TCGA-06-0130	10A	blood_normal	1	2
43fdd301-7baa-4e99-80bf-96142b85f243	C484.TCGA-06-0132-10A-01D-1491-08.5_gdc_realn.bam	17975981626	TCGA-06-0132	10A	blood_normal	1	2
19b15ad9-fe93-4933-ba99-99c6e9b2f9eb	C484.TCGA-06-0137-10A-01D-1490-08.5_gdc_realn.bam	16458604527	TCGA-06-0137	10A	blood_normal	1	2
4152b65b-a6a0-46d9-9588-44421d558b7d	C484.TCGA-06-0139-10A-01D-1490-08.5_gdc_realn.bam	17242223069	TCGA-06-0139	10A	blood_normal	1	2
cc7e9565-2c09-461d-87ba-f78803a7308c	C484.TCGA-06-0140-10A-01D-1490-08.7_gdc_realn.bam	14891012336	TCGA-06-0140	10A	blood_normal	1	2
50f2d624-04c3-4692-a105-d43144d85e22	C484.TCGA-06-0141-10A-01D-1490-08.6_gdc_realn.bam	12589280655	TCGA-06-0141	10A	blood_normal	1	2
4bffcc4c-6d10-43d1-9fcb-a6f76d69ceaa	C484.TCGA-06-0142-10A-01D-1490-08.6_gdc_realn.bam	16098062130	TCGA-06-0142	10A	blood_normal	1	2
ba27c967-a39b-43ec-8fc8-70c329169195	C484.TCGA-06-0151-10A-01D-1491-08.5_gdc_realn.bam	18570038544	TCGA-06-0151	10A	blood_normal	1	2
67e175a0-9f06-4457-97af-95520e0a7688	C484.TCGA-06-0154-10A-01D-1491-08.5_gdc_realn.bam	17764983812	TCGA-06-0154	10A	blood_normal	1	2
12f6bac4-2d9c-4f03-8a9b-bfa766a23a37	C484.TCGA-06-0155-10A-01D-1492-08.6_gdc_realn.bam	21456366166	TCGA-06-0155	10A	blood_normal	1	2
9110be05-e2f7-49a9-81ed-9d66d6f615a8	C484.TCGA-06-0157-10A-01D-1491-08.5_gdc_realn.bam	18723844525	TCGA-06-0157	10A	blood_normal	1	2
2102cc37-3dc1-4923-9297-04bfd32b4780	C484.TCGA-06-0158-10A-01D-1491-08.5_gdc_realn.bam	19302902937	TCGA-06-0158	10A	blood_normal	1	2
a9083610-ed83-438b-ad6d-766a1d7a235d	C484.TCGA-06-0165-10A-01D-1491-08.5_gdc_realn.bam	20326507088	TCGA-06-0165	10A	blood_normal	1	2
403b73c4-1d71-4383-9ada-b6aaa85e84d3	C484.TCGA-06-0166-10A-01D-1491-08.5_gdc_realn.bam	19739203514	TCGA-06-0166	10A	blood_normal	1	2
32c41176-771e-4adb-ad32-459d7a1af233	C484.TCGA-06-0167-10A-01D-1491-08.5_gdc_realn.bam	18901401398	TCGA-06-0167	10A	blood_normal	1	2
2577ba86-1c34-462e-aaa7-0fe1c5691827	C484.TCGA-06-0168-10A-01D-1491-08.5_gdc_realn.bam	19902802403	TCGA-06-0168	10A	blood_normal	1	2
176cd7fc-523c-45ec-9b7b-2a6b1ceb0a66	C484.TCGA-06-0169-10A-01D-1490-08.5_gdc_realn.bam	17641500829	TCGA-06-0169	10A	blood_normal	1	2
ec1e490e-ed02-466c-852d-86c6223e37eb	C484.TCGA-06-0171-10A-01D-1491-08.5_gdc_realn.bam	19362062313	TCGA-06-0171	10A	blood_normal	1	2
96352cc0-428f-43df-86a3-2b9510baa94c	C484.TCGA-06-0173-10B-01D-1491-08.5_gdc_realn.bam	21089745532	TCGA-06-0173	10B	blood_normal	1	2
ddf43e6b-e4dd-4b91-b145-e4e3434dc87a	C484.TCGA-06-0174-10B-01D-1491-08.7_gdc_realn.bam	26927805511	TCGA-06-0174	10B	blood_normal	1	2
9e596984-20f3-4cdf-af4c-acd7914debe6	C484.TCGA-06-0178-10B-01D-1491-08.5_gdc_realn.bam	18700528499	TCGA-06-0178	10B	blood_normal	1	2
f026570c-e62a-452c-a0bc-0c1ca8d1d5c4	C484.TCGA-06-0184-10B-01D-1491-08.5_gdc_realn.bam	19152854209	TCGA-06-0184	10B	blood_normal	1	2
38e0913c-2493-4c81-bf18-f488bb063eb5	C484.TCGA-06-0187-10B-01D-1491-08.5_gdc_realn.bam	19897957058	TCGA-06-0187	10B	blood_normal	1	2
5c7fdf0f-a2f0-4b97-938b-048f5726ba9c	C484.TCGA-06-0189-10A-01D-1491-08.5_gdc_realn.bam	18882137577	TCGA-06-0189	10A	blood_normal	1	2
6b4aab07-dc12-46b4-b4d9-862c94e58cf2	C484.TCGA-06-0190-10B-01D-1491-08.16_gdc_realn.bam	33719210072	TCGA-06-0190	10B	blood_normal	1	2
65152526-de0f-4ef8-a155-4b2d292edffd	C484.TCGA-06-0195-10A-01D-1491-08.5_gdc_realn.bam	17918589841	TCGA-06-0195	10A	blood_normal	1	2
bca04fbe-c3e7-4057-819d-aad2e5616cf4	C484.TCGA-06-0209-10A-01D-1491-08.5_gdc_realn.bam	18161423698	TCGA-06-0209	10A	blood_normal	1	2
952364cc-eccf-49b6-8f9e-eb132ec455b3	C484.TCGA-06-0210-10A-01D-1491-08.5_gdc_realn.bam	17372928411	TCGA-06-0210	10A	blood_normal	1	2
808916df-c028-4838-b3c7-30dde66b225b	C484.TCGA-06-0211-10A-01D-1491-08.5_gdc_realn.bam	21729500689	TCGA-06-0211	10A	blood_normal	1	2
b2ccba20-2ce6-4437-a2dd-a56160315bad	C484.TCGA-06-0213-10A-01D-1491-08.5_gdc_realn.bam	19111322770	TCGA-06-0213	10A	blood_normal	1	2
b2d794f4-952b-474d-a785-bd5428107d09	C484.TCGA-06-0214-10A-01D-1491-08.5_gdc_realn.bam	21119484251	TCGA-06-0214	10A	blood_normal	1	2
14598a40-a9bb-440d-90fc-d6e5b2019ca8	C484.TCGA-06-0216-10A-01D-1492-08.4_gdc_realn.bam	18804760004	TCGA-06-0216	10A	blood_normal	1	2
cc4ccfd5-7c01-4d85-9287-7cd88783a413	C484.TCGA-06-0219-10A-01D-1491-08.5_gdc_realn.bam	19719915281	TCGA-06-0219	10A	blood_normal	1	2
0b5b2fd6-8d85-4813-9bf8-3d4d01735ae8	C484.TCGA-06-0221-10A-01D-1491-08.5_gdc_realn.bam	19729549495	TCGA-06-0221	10A	blood_normal	1	2
a48751b9-7b39-42d4-a759-fb0639d37878	C484.TCGA-06-0237-10A-01D-1491-08.5_gdc_realn.bam	25594063981	TCGA-06-0237	10A	blood_normal	1	2
13cfeb33-9043-4a44-bc78-bf7bf6b0f313	C484.TCGA-06-0238-10A-01D-1492-08.5_gdc_realn.bam	19835926457	TCGA-06-0238	10A	blood_normal	1	2
9d109ebe-3a76-4a9e-a82b-d3dea9dbef73	C484.TCGA-06-0240-10A-01D-1491-08.5_gdc_realn.bam	19120259837	TCGA-06-0240	10A	blood_normal	1	2
5ca7dfef-ec34-48fc-a474-b1803f0724f5	C484.TCGA-06-0241-10A-01D-1491-08.5_gdc_realn.bam	20408590278	TCGA-06-0241	10A	blood_normal	1	2
d3c42324-c1bf-4d7e-9a04-67659af2eaaa	C484.TCGA-06-0644-10A-01D-1492-08.5_gdc_realn.bam	18652505836	TCGA-06-0644	10A	blood_normal	1	2
0155a37e-e466-42e4-ab8f-2bf2a57b0e36	C484.TCGA-06-0645-10A-01D-1492-08.5_gdc_realn.bam	19970640911	TCGA-06-0645	10A	blood_normal	1	2
2afe7dc6-59f8-424b-9fb1-87da14f1e0ed	C484.TCGA-06-0646-10A-01D-1492-08.5_gdc_realn.bam	19277908961	TCGA-06-0646	10A	blood_normal	1	2
e7121726-b3f0-445e-acec-8ddf47aab1c2	C484.TCGA-06-0650-10A-01D-1696-08.4_gdc_realn.bam	11375279234	TCGA-06-0650	10A	blood_normal	1	2
e76a0292-6ace-4d11-9b40-312f195f4507	C484.TCGA-06-0743-10A-01D-1492-08.7_gdc_realn.bam	19234593567	TCGA-06-0743	10A	blood_normal	1	2
b4c489ca-709c-4c9c-aabb-00d8b356a695	C484.TCGA-06-0750-10A-01D-1492-08.4_gdc_realn.bam	20734056999	TCGA-06-0750	10A	blood_normal	1	2
95c07ed2-ebd1-4eba-97bb-336f615aeac4	C484.TCGA-06-0939-10A-01D-1353-08.3_gdc_realn.bam	29597292312	TCGA-06-0939	10A	blood_normal	1	2
a3006df3-4346-4a80-96ea-a7491594b9df	C282.TCGA-06-1084-10A-01W-0611-08.4_gdc_realn.bam	16065897056	TCGA-06-1084	10A	blood_normal	1	2
a9d24614-c1fd-438b-8e59-84bb177c2f6f	C282.TCGA-06-1087-10A-01W-0611-08.4_gdc_realn.bam	17853330400	TCGA-06-1087	10A	blood_normal	1	2
2a03a833-5c3c-49c0-be9e-8c845050e8b4	C282.TCGA-06-1800-10A-01W-0643-08.4_gdc_realn.bam	26476104155	TCGA-06-1800	10A	blood_normal	1	2
9879aa3c-fc99-4394-9ce0-6e81618d269e	C282.TCGA-06-1801-10A-01W-0643-08.5_gdc_realn.bam	14100722076	TCGA-06-1801	10A	blood_normal	1	2
b59a2223-1bfe-4da1-b400-e7491696f9f9	C282.TCGA-06-1802-10A-01W-0643-08.5_gdc_realn.bam	14313931316	TCGA-06-1802	10A	blood_normal	1	2
8ea947a2-2b7d-492c-91cd-7b7e5eb0f139	C484.TCGA-06-1804-10A-01D-1696-08.3_gdc_realn.bam	11367222895	TCGA-06-1804	10A	blood_normal	1	2
0577d677-10ca-4b3d-9a93-f512509cfabe	C282.TCGA-06-1805-10A-01W-0644-08.5_gdc_realn.bam	16486391626	TCGA-06-1805	10A	blood_normal	1	2
7d557b19-d840-4997-ad6b-176aec9495fa	C484.TCGA-06-1806-10B-01D-1845-08.2_gdc_realn.bam	11588641387	TCGA-06-1806	10B	blood_normal	1	2
075b2d1c-d2d8-4fa1-807a-592ce81064a4	C484.TCGA-06-2557-10A-01D-1494-08.6_gdc_realn.bam	17227742869	TCGA-06-2557	10A	blood_normal	1	2
71bbe10e-2cf2-4cea-93c5-78b95731ba2c	C484.TCGA-06-2564-10A-01D-1494-08.6_gdc_realn.bam	20992322634	TCGA-06-2564	10A	blood_normal	1	2
bb5af9c7-abe4-4a6a-bcd2-dec5409d6c15	C484.TCGA-06-2565-10A-01D-1494-08.6_gdc_realn.bam	18620232993	TCGA-06-2565	10A	blood_normal	1	2
a9d5ee7c-66ae-4ca4-b53f-2f8c3c6d9a8a	C282.TCGA-06-2566-10A-01W-0837-08.3_gdc_realn.bam	21203491211	TCGA-06-2566	10A	blood_normal	1	2
2890bafd-4249-47db-b648-a84707c7a5f0	C484.TCGA-06-5408-10A-01D-1696-08.3_gdc_realn.bam	11959641870	TCGA-06-5408	10A	blood_normal	1	2
9015f0f7-a6ad-4f41-b4b7-ae86003235ef	C484.TCGA-06-5410-10A-01D-1696-08.3_gdc_realn.bam	11318454000	TCGA-06-5410	10A	blood_normal	1	2
0fbbae27-aad9-4f1f-b7b3-eaf26a73a429	C484.TCGA-06-5411-10A-01D-1696-08.3_gdc_realn.bam	11491287006	TCGA-06-5411	10A	blood_normal	1	2
517799b6-57d1-4518-af09-eac9e910ad7f	C484.TCGA-06-5412-10A-01D-1696-08.3_gdc_realn.bam	10927956090	TCGA-06-5412	10A	blood_normal	1	2
7965b35f-3ac0-447b-a672-dee39556f801	C484.TCGA-06-5413-10A-01D-1696-08.3_gdc_realn.bam	10792663063	TCGA-06-5413	10A	blood_normal	1	2
db9c37ed-0907-4bd5-87ce-6e815458f3f4	C484.TCGA-06-5414-10A-01D-1486-08.7_gdc_realn.bam	15854003834	TCGA-06-5414	10A	blood_normal	1	2
0a26c1a1-5900-4dac-b5ee-bf7b94fbafb2	C484.TCGA-06-5415-10A-01D-1486-08.7_gdc_realn.bam	23669005826	TCGA-06-5415	10A	blood_normal	1	2
8a5709da-384c-493e-adf4-b7f62cdd8499	C484.TCGA-06-5416-10A-01D-1486-08.8_gdc_realn.bam	18063330832	TCGA-06-5416	10A	blood_normal	1	2
dbfae9da-1359-4f87-ae55-d73eaa7d0d31	C484.TCGA-06-5417-10A-01D-1486-08.7_gdc_realn.bam	21293595351	TCGA-06-5417	10A	blood_normal	1	2
3c83369b-7faf-45d6-925c-072d12e60844	C484.TCGA-06-5418-10A-01D-1486-08.7_gdc_realn.bam	20565440174	TCGA-06-5418	10A	blood_normal	1	2
ee80a5f7-f4c9-470b-a279-b8168af7b6dd	C484.TCGA-06-5856-10A-01D-1696-08.4_gdc_realn.bam	11269527252	TCGA-06-5856	10A	blood_normal	1	2
01e07001-cdfd-42f5-955a-e259c8daaab2	C484.TCGA-06-5858-10A-01D-1696-08.3_gdc_realn.bam	11417255183	TCGA-06-5858	10A	blood_normal	1	2
e5a1ae2e-3872-49b3-a04a-2b07f039ab10	C484.TCGA-06-5859-10A-01D-1696-08.3_gdc_realn.bam	10105480317	TCGA-06-5859	10A	blood_normal	1	2
01815017-2736-4b14-ab79-66cfd35b3bbb	C484.TCGA-06-6388-10A-01D-1845-08.2_gdc_realn.bam	12002317817	TCGA-06-6388	10A	blood_normal	1	2
99911a66-64f7-4939-97d5-0d8a8c1024ff	C484.TCGA-06-6389-10A-01D-1696-08.3_gdc_realn.bam	11254313797	TCGA-06-6389	10A	blood_normal	1	2
226a0439-95f3-434d-9d62-d7cc70e3e0f8	C484.TCGA-06-6390-10A-01D-1696-08.4_gdc_realn.bam	11359349205	TCGA-06-6390	10A	blood_normal	1	2
bf12a955-2f77-40e8-a80e-2fc8b57e0038	C484.TCGA-06-6391-10A-01D-1696-08.4_gdc_realn.bam	11920367027	TCGA-06-6391	10A	blood_normal	1	2
e5ad1398-46b4-4daf-9251-c9b69b7aea40	C484.TCGA-06-6693-10A-01D-1845-08.2_gdc_realn.bam	12576446629	TCGA-06-6693	10A	blood_normal	1	2
8ee8e6d2-d506-4fa9-9627-7647f4471421	C484.TCGA-06-6694-10A-01D-1845-08.2_gdc_realn.bam	11321333989	TCGA-06-6694	10A	blood_normal	1	2
0db19278-e408-4326-aa6b-24d102b76b20	C484.TCGA-06-6695-10A-01D-1845-08.2_gdc_realn.bam	11127905183	TCGA-06-6695	10A	blood_normal	1	2
dcc21f76-0b7f-4ee2-ba66-aba325d6bf59	C484.TCGA-06-6697-10A-01D-1845-08.2_gdc_realn.bam	12394959854	TCGA-06-6697	10A	blood_normal	1	2
8218a68f-d636-486a-974a-674d10b8e483	C484.TCGA-06-6698-10A-01D-1845-08.2_gdc_realn.bam	10050735041	TCGA-06-6698	10A	blood_normal	1	2
3569131e-0439-45a9-be7f-af2ffebe1284	C484.TCGA-06-6699-10A-01D-1845-08.2_gdc_realn.bam	12209935106	TCGA-06-6699	10A	blood_normal	1	2
b0b0d617-1241-470e-9f21-c2dc7193263f	C484.TCGA-06-6700-10A-01D-1845-08.2_gdc_realn.bam	12186580191	TCGA-06-6700	10A	blood_normal	1	2
685d1cbc-9068-48c1-a9a8-a71d527ab1f2	C484.TCGA-06-6701-10A-01D-1845-08.2_gdc_realn.bam	11617084747	TCGA-06-6701	10A	blood_normal	1	2
08e280f7-6fea-40c5-a232-252a520522a9	C484.TCGA-06-A5U0-10A-01D-A33W-08.1_gdc_realn.bam	8203993467	TCGA-06-A5U0	10A	blood_normal	1	2
e54e440c-64fa-43bd-a88c-a8b087eca992	C484.TCGA-06-A5U1-10A-01D-A33W-08.1_gdc_realn.bam	10995626562	TCGA-06-A5U1	10A	blood_normal	1	2
7ee846d2-3caf-40af-b0ea-467c59734c0f	C484.TCGA-06-A6S0-10A-01D-A33W-08.1_gdc_realn.bam	7709773909	TCGA-06-A6S0	10A	blood_normal	1	2
bb6513c2-2ec9-4009-be7f-0bd0972ea806	C484.TCGA-06-A6S1-10A-01D-A33W-08.1_gdc_realn.bam	9047310872	TCGA-06-A6S1	10A	blood_normal	1	2
7eaab3a4-d7be-425f-b538-561f8ec5b72d	C484.TCGA-06-A7TK-10A-01D-A394-08.1_gdc_realn.bam	18137511898	TCGA-06-A7TK	10A	blood_normal	1	2
d9c35e06-690c-498d-b726-d2b05edb371c	C484.TCGA-06-A7TL-10A-01D-A394-08.2_gdc_realn.bam	7777059787	TCGA-06-A7TL	10A	blood_normal	1	2
a5aaa6f7-9e10-49df-a017-1ee4fbf3837a	C239.TCGA-09-0364-10A-01W.3_gdc_realn.bam	1804531138	TCGA-09-0364	10A	blood_normal	1	2
b24715ab-ed88-49f0-a140-c95a9472cbc5	C239.TCGA-09-0365-10A-01W.6_gdc_realn.bam	37135206954	TCGA-09-0365	10A	blood_normal	1	2
ed51f5c8-20c9-4a65-92be-e8a02b5fa074	C239.TCGA-09-0366-10B-01W.8_gdc_realn.bam	34731032291	TCGA-09-0366	10B	blood_normal	1	2
fb7aced6-12c0-4cdd-86e9-db550a83873c	C239.TCGA-09-0367-10A-01W.7_gdc_realn.bam	27086523477	TCGA-09-0367	10A	blood_normal	1	2
8a0776b8-326e-4fce-b613-1ef5bf33d7bc	C239.TCGA-09-0369-10C-01W.6_gdc_realn.bam	31626378797	TCGA-09-0369	10C	blood_normal	1	2
46c9f182-70d7-4d15-95ba-628bc146e1e4	C239.TCGA-09-2049-10A-01W-0799-08.2_gdc_realn.bam	19984354290	TCGA-09-2049	10A	blood_normal	1	2
f73a3df5-2df5-4f1d-bf7b-1356391659c6	C239.TCGA-09-2050-10A-01W-0799-08.2_gdc_realn.bam	18108626699	TCGA-09-2050	10A	blood_normal	1	2
68eb9e4b-0e90-40f4-9922-d833dc787a8c	C239.TCGA-09-2051-10A-01W-0799-08.2_gdc_realn.bam	18690060258	TCGA-09-2051	10A	blood_normal	1	2
44d6669d-aa4e-4fe8-ba29-fb18ae5101de	C239.TCGA-09-2053-10A-01W-0722-08.2_gdc_realn.bam	22065546910	TCGA-09-2053	10A	blood_normal	1	2
9f9aad85-3e5d-4d10-b97d-c3bf19b5e80d	C239.TCGA-09-2055-10A-01W-0799-08.2_gdc_realn.bam	18078488641	TCGA-09-2055	10A	blood_normal	1	2
af4ded2b-2687-40ab-ac20-1871f9704624	C484.TCGA-12-0615-10A-01D-1492-08.5_gdc_realn.bam	20228589440	TCGA-12-0615	10A	blood_normal	1	2
e5621eba-145d-41ff-aac3-6cdc1f477326	C484.TCGA-12-0616-10A-01D-1492-08.5_gdc_realn.bam	20505839142	TCGA-12-0616	10A	blood_normal	1	2
bbce5166-8164-4abc-9fc7-93da532b77dd	C484.TCGA-12-0618-10A-01D-1492-08.6_gdc_realn.bam	15238087607	TCGA-12-0618	10A	blood_normal	1	2
7095ef87-ce31-4371-9a8f-80645228adc3	C484.TCGA-12-0619-10A-01D-1492-08.5_gdc_realn.bam	16847164741	TCGA-12-0619	10A	blood_normal	1	2
